"","date","x","y","mean","min","max","unidad","nombre_var"
"1","2016-07-02",-68.9316938235294,-33.0589492045455,-0.221213309746514,-1.4076952029685,0.878843730992449,"m s**-1","u10"
"2","2016-07-02",-68.9279414705882,-33.0589492045455,-0.217333678772004,-1.40631683420563,0.88982900676237,"m s**-1","u10"
"3","2016-07-02",-68.9241891176471,-33.0589492045455,-0.213454047797494,-1.40493846544276,0.90081428253229,"m s**-1","u10"
"4","2016-07-02",-68.9204367647059,-33.0589492045455,-0.209574416822984,-1.40356009667989,0.911799558302211,"m s**-1","u10"
"5","2016-07-02",-68.9166844117647,-33.0589492045455,-0.205694785848474,-1.40218172791702,0.922784834072131,"m s**-1","u10"
"6","2016-07-02",-68.9129320588235,-33.0589492045455,-0.201815154873963,-1.40080335915415,0.933770109842052,"m s**-1","u10"
"7","2016-07-02",-68.9091797058824,-33.0589492045455,-0.197935523899453,-1.39942499039128,0.944755385611972,"m s**-1","u10"
"8","2016-07-02",-68.9054273529412,-33.0589492045455,-0.194055892924943,-1.39804662162841,0.955740661381892,"m s**-1","u10"
"9","2016-07-02",-68.901675,-33.0589492045455,-0.190176261950433,-1.39666825286554,0.966725937151813,"m s**-1","u10"
"10","2016-07-02",-68.8979226470588,-33.0589492045455,-0.186296630975923,-1.39528988410267,0.977711212921733,"m s**-1","u10"
"11","2016-07-02",-68.8941702941176,-33.0589492045455,-0.182417000001412,-1.3939115153398,0.988696488691654,"m s**-1","u10"
"12","2016-07-02",-68.8904179411765,-33.0589492045455,-0.178537369026917,-1.39253314657693,0.999681764461533,"m s**-1","u10"
"13","2016-07-02",-68.8866655882353,-33.0589492045455,-0.174657738052407,-1.39115477781406,1.01066704023145,"m s**-1","u10"
"14","2016-07-02",-68.8829132352941,-33.0589492045455,-0.170778107077896,-1.38977640905119,1.02165231600137,"m s**-1","u10"
"15","2016-07-02",-68.8791608823529,-33.0589492045455,-0.166898476103386,-1.38839804028832,1.03263759177129,"m s**-1","u10"
"16","2016-07-02",-68.8754085294118,-33.0589492045455,-0.163018845128876,-1.38701967152546,1.04362286754121,"m s**-1","u10"
"17","2016-07-02",-68.8716561764706,-33.0589492045455,-0.159139214154366,-1.38564130276259,1.05460814331113,"m s**-1","u10"
"18","2016-07-02",-68.8679038235294,-33.0589492045455,-0.155259583179856,-1.38426293399971,1.06559341908106,"m s**-1","u10"
"19","2016-07-02",-68.8641514705882,-33.0589492045455,-0.151379952205345,-1.38288456523684,1.07657869485098,"m s**-1","u10"
"20","2016-07-02",-68.8603991176471,-33.0589492045455,-0.147500321230835,-1.38150619647397,1.0875639706209,"m s**-1","u10"
"21","2016-07-02",-68.8566467647059,-33.0589492045455,-0.143620690256325,-1.3801278277111,1.09854924639082,"m s**-1","u10"
"22","2016-07-02",-68.8528944117647,-33.0589492045455,-0.139741059281815,-1.37874945894823,1.10953452216074,"m s**-1","u10"
"23","2016-07-02",-68.8491420588235,-33.0589492045455,-0.135861428307305,-1.37737109018536,1.12051979793066,"m s**-1","u10"
"24","2016-07-02",-68.8453897058824,-33.0589492045455,-0.131981797332794,-1.37599272142249,1.13150507370058,"m s**-1","u10"
"25","2016-07-02",-68.8416373529412,-33.0589492045455,-0.128102166358284,-1.37461435265963,1.1424903494705,"m s**-1","u10"
"26","2016-07-02",-68.837885,-33.0589492045455,-0.124222535383774,-1.37323598389675,1.15347562524042,"m s**-1","u10"
"27","2016-07-02",-68.8341326470588,-33.0589492045455,-0.120342904409264,-1.37185761513389,1.16446090101034,"m s**-1","u10"
"28","2016-07-02",-68.8303802941176,-33.0589492045455,-0.116463273434754,-1.37047924637101,1.17544617678026,"m s**-1","u10"
"29","2016-07-02",-68.8266279411765,-33.0589492045455,-0.112583642460243,-1.36910087760815,1.18643145255018,"m s**-1","u10"
"30","2016-07-02",-68.8228755882353,-33.0589492045455,-0.108704011485733,-1.36772250884528,1.1974167283201,"m s**-1","u10"
"31","2016-07-02",-68.8191232352941,-33.0589492045455,-0.104824380511223,-1.36634414008241,1.20840200409002,"m s**-1","u10"
"32","2016-07-02",-68.8153708823529,-33.0589492045455,-0.100944749536713,-1.36496577131953,1.21938727985994,"m s**-1","u10"
"33","2016-07-02",-68.8116185294118,-33.0589492045455,-0.0970651185622025,-1.36358740255667,1.23037255562986,"m s**-1","u10"
"34","2016-07-02",-68.8078661764706,-33.0589492045455,-0.0931854875876923,-1.3622090337938,1.24135783139978,"m s**-1","u10"
"35","2016-07-02",-68.8041138235294,-33.0589492045455,-0.0893058566131969,-1.36083066503093,1.25234310716966,"m s**-1","u10"
"36","2016-07-02",-68.8003614705882,-33.0589492045455,-0.0854262256386867,-1.35945229626806,1.26332838293958,"m s**-1","u10"
"37","2016-07-02",-68.7966091176471,-33.0589492045455,-0.0815465946641765,-1.35807392750519,1.2743136587095,"m s**-1","u10"
"38","2016-07-02",-68.7928567647059,-33.0589492045455,-0.0776669636896662,-1.35669555874232,1.28529893447942,"m s**-1","u10"
"39","2016-07-02",-68.7891044117647,-33.0589492045455,-0.0737873327151561,-1.35531718997945,1.29628421024934,"m s**-1","u10"
"40","2016-07-02",-68.7853520588235,-33.0589492045455,-0.0699077017406458,-1.35393882121658,1.30726948601926,"m s**-1","u10"
"41","2016-07-02",-68.7815997058824,-33.0589492045455,-0.0660280707661356,-1.35256045245371,1.31825476178918,"m s**-1","u10"
"42","2016-07-02",-68.7778473529412,-33.0589492045455,-0.0621484397916255,-1.35118208369084,1.3292400375591,"m s**-1","u10"
