"","date","x","y","mean","min","max","unidad","nombre_var"
"1","2016-07-03",-68.9316938235294,-33.0589492045455,283.722155034665,67.9722321374762,630.558502528159,"m","blh"
"2","2016-07-03",-68.9279414705882,-33.0589492045455,286.031762345363,69.6524512420279,633.759051753973,"m","blh"
"3","2016-07-03",-68.9241891176471,-33.0589492045455,288.341369656061,71.3326703465797,636.959600979787,"m","blh"
"4","2016-07-03",-68.9204367647059,-33.0589492045455,290.650976966759,73.0128894511314,640.160150205601,"m","blh"
"5","2016-07-03",-68.9166844117647,-33.0589492045455,292.960584277457,74.6931085556832,643.360699431415,"m","blh"
"6","2016-07-03",-68.9129320588235,-33.0589492045455,295.270191588155,76.3733276602349,646.561248657229,"m","blh"
"7","2016-07-03",-68.9091797058824,-33.0589492045455,297.579798898853,78.0535467647867,649.761797883043,"m","blh"
"8","2016-07-03",-68.9054273529412,-33.0589492045455,299.88940620955,79.7337658693385,652.962347108857,"m","blh"
"9","2016-07-03",-68.901675,-33.0589492045455,302.199013520248,81.4139849738902,656.162896334671,"m","blh"
"10","2016-07-03",-68.8979226470588,-33.0589492045455,304.508620830946,83.094204078442,659.363445560485,"m","blh"
"11","2016-07-03",-68.8941702941176,-33.0589492045455,306.818228141644,84.7744231829937,662.563994786299,"m","blh"
"12","2016-07-03",-68.8904179411765,-33.0589492045455,309.127835452333,86.4546422875391,665.764544012101,"m","blh"
"13","2016-07-03",-68.8866655882353,-33.0589492045455,311.437442763031,88.1348613920909,668.965093237915,"m","blh"
"14","2016-07-03",-68.8829132352941,-33.0589492045455,313.747050073729,89.8150804966426,672.165642463729,"m","blh"
"15","2016-07-03",-68.8791608823529,-33.0589492045455,316.056657384427,91.4952996011944,675.366191689543,"m","blh"
"16","2016-07-03",-68.8754085294118,-33.0589492045455,318.366264695125,93.1755187057461,678.566740915357,"m","blh"
"17","2016-07-03",-68.8716561764706,-33.0589492045455,320.675872005823,94.8557378102979,681.767290141171,"m","blh"
"18","2016-07-03",-68.8679038235294,-33.0589492045455,322.985479316521,96.5359569148496,684.967839366985,"m","blh"
"19","2016-07-03",-68.8641514705882,-33.0589492045455,325.295086627219,98.2161760194014,688.168388592799,"m","blh"
"20","2016-07-03",-68.8603991176471,-33.0589492045455,327.604693937917,99.8963951239531,691.368937818613,"m","blh"
"21","2016-07-03",-68.8566467647059,-33.0589492045455,329.914301248615,101.576614228505,694.569487044427,"m","blh"
"22","2016-07-03",-68.8528944117647,-33.0589492045455,332.223908559313,103.256833333057,697.770036270241,"m","blh"
"23","2016-07-03",-68.8491420588235,-33.0589492045455,334.533515870011,104.937052437608,700.970585496055,"m","blh"
"24","2016-07-03",-68.8453897058824,-33.0589492045455,336.843123180709,106.61727154216,704.171134721869,"m","blh"
"25","2016-07-03",-68.8416373529412,-33.0589492045455,339.152730491407,108.297490646712,707.371683947683,"m","blh"
"26","2016-07-03",-68.837885,-33.0589492045455,341.462337802105,109.977709751264,710.572233173497,"m","blh"
"27","2016-07-03",-68.8341326470588,-33.0589492045455,343.771945112802,111.657928855815,713.772782399311,"m","blh"
"28","2016-07-03",-68.8303802941176,-33.0589492045455,346.0815524235,113.338147960367,716.973331625125,"m","blh"
"29","2016-07-03",-68.8266279411765,-33.0589492045455,348.391159734198,115.018367064919,720.173880850939,"m","blh"
"30","2016-07-03",-68.8228755882353,-33.0589492045455,350.700767044896,116.698586169471,723.374430076753,"m","blh"
"31","2016-07-03",-68.8191232352941,-33.0589492045455,353.010374355594,118.378805274022,726.574979302567,"m","blh"
"32","2016-07-03",-68.8153708823529,-33.0589492045455,355.319981666292,120.059024378574,729.775528528381,"m","blh"
"33","2016-07-03",-68.8116185294118,-33.0589492045455,357.62958897699,121.739243483126,732.976077754195,"m","blh"
"34","2016-07-03",-68.8078661764706,-33.0589492045455,359.939196287688,123.419462587678,736.176626980009,"m","blh"
"35","2016-07-03",-68.8041138235294,-33.0589492045455,362.248803598377,125.099681692223,739.377176205811,"m","blh"
"36","2016-07-03",-68.8003614705882,-33.0589492045455,364.558410909075,126.779900796775,742.577725431625,"m","blh"
"37","2016-07-03",-68.7966091176471,-33.0589492045455,366.868018219773,128.460119901327,745.778274657438,"m","blh"
"38","2016-07-03",-68.7928567647059,-33.0589492045455,369.177625530471,130.140339005878,748.978823883253,"m","blh"
"39","2016-07-03",-68.7891044117647,-33.0589492045455,371.487232841169,131.82055811043,752.179373109067,"m","blh"
"40","2016-07-03",-68.7853520588235,-33.0589492045455,373.796840151867,133.500777214982,755.379922334881,"m","blh"
"41","2016-07-03",-68.7815997058824,-33.0589492045455,376.106447462565,135.180996319534,758.580471560694,"m","blh"
"42","2016-07-03",-68.7778473529412,-33.0589492045455,378.416054773263,136.861215424085,761.781020786509,"m","blh"
"43","2016-07-03",-68.774095,-33.0589492045455,380.725662083961,138.541434528637,764.981570012322,"m","blh"
"44","2016-07-03",-68.7703426470588,-33.0589492045455,383.035269394659,140.221653633189,768.182119238136,"m","blh"
"45","2016-07-03",-68.7665902941176,-33.0589492045455,385.344876705357,141.901872737741,771.38266846395,"m","blh"
"46","2016-07-03",-68.7628379411765,-33.0589492045455,387.654484016054,143.582091842292,774.583217689765,"m","blh"
"47","2016-07-03",-68.7590855882353,-33.0589492045455,389.964091326752,145.262310946844,777.783766915578,"m","blh"
"48","2016-07-03",-68.7553332352941,-33.0589492045455,392.27369863745,146.942530051396,780.984316141392,"m","blh"
"49","2016-07-03",-68.7515808823529,-33.0589492045455,394.583305948148,148.622749155948,784.184865367206,"m","blh"
